Transaction Month and Year,Make,Model,Model Year,Vehicle Color,Vehicle Type,Vehicle Primary Use,Fuel Type Primary,Fuel Type Secondary,Gross Vehicle Weight Rating Class,Gross Vehicle Weight Rating Range (lbs),Electrification Level,Plate Background,Plate Configuration,Owner Type,County,State,Postal Code,Transaction Type,Transaction Channel,2020 GEOID,Transaction Count
2024-07-01,NISSAN,TITAN,2011,,TRUCK,Truck,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98264,Registration Renewal,In-person,53073010302,1
2023-09-01,SUBARU,FORESTER,2011,ALUMINUM / SILVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98103,Registration Renewal,Online,53033003500,1
2024-04-01,TOYOTA,CAMRY,2007,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98058,Registration at time of Transfer,In-person,53033025803,1
2024-04-01,KIA,EV9,2024,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Electric,,2F,"7,001 - 8,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Thurston,WA,98597,Original Registration,In-person,53067012530,1
2024-04-01,MAZDA,CX-5,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98057,Original Registration,In-person,53033025303,1
2023-10-01,FORD,TAURUS,2002,WHITE,PASSENGER CAR,Passenger Vehicle,Gasoline,Ethanol (E85),1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98901,Registration at time of Transfer,In-person,53077001602,1
2024-03-01,DODGE,W-SERIES,1987,BROWN,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98226,Registration Renewal,In-person,53073000203,1
2024-05-01,JEEP,GRAND CHEROKEE,2021,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Chelan,WA,98801,Registration Renewal,Online,53007961102,1
2024-01-01,TOYOTA,PRIUS,2016,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Pierce,WA,98408,Registration Renewal,Online,53053062400,1
2024-05-01,CHEVROLET,SILVERADO,2018,RED,TRUCK,Truck,Gasoline,Ethanol (E85),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98372,Registration Renewal,In-person,53053073501,1
2024-07-01,HYUNDAI,VELOSTER,2013,,PASSENGER CAR,Passenger Vehicle,Gasoline,,,,ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Okanogan,WA,98840,Registration at time of Transfer,In-person,53047970700,1
2024-06-01,FORD,FUSION,2020,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Business Owner,King,WA,98040,Registration Renewal,In-person,53033024301,1
2024-06-01,RAM,2500,2014,WHITE,TRUCK,Truck,Gasoline,,2H,"9,001 - 10,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Island,WA,98253,Registration Renewal,In-person,53029971301,1
2023-11-01,MERCEDES-BENZ,C-CLASS,2019,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98040,Registration Renewal,In-person,53033024302,1
2024-07-01,SUBARU,FORESTER,2005,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98506,Registration Renewal,Mail-in,53067012100,1
2024-05-01,SUBARU,OUTBACK,2023,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98258,Registration Renewal,Online,53061052706,1
2023-12-01,SUZUKI,VL1500 / VL1500T,2008,WHITE,MOTORCYCLE,Motorcycle,Gasoline,,1A,"3,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99022,Registration Renewal,In-person,53063013900,1
2024-07-01,NISSAN,VERSA,2012,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98056,Registration Renewal,Mail-in,53033024703,1
2024-02-01,TOYOTA,TACOMA,2018,,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98284,Registration Renewal,In-person,53057951503,1
2024-01-01,NISSAN,ROGUE,2015,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),WA State Parks/Rec Comm,Standard,Individual Owner,King,WA,98125,Registration Renewal,In-person,53033002200,1
2023-12-01,HONDA,ACCORD,2014,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98338,Registration Renewal,Online,53053073118,1
2023-11-01,INFINITI,G35,2008,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98903,Registration Renewal,In-person,53077001300,1
2024-08-01,DODGE,RAM,2005,GRAY,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Chelan,WA,98801,Registration Renewal,In-person,53007961002,1
2024-08-01,PONTIAC,G6,2007,GRAY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98579,Registration Renewal,Online,53067012730,1
2024-02-01,CHEVROLET,COLORADO,2021,,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98115,Registration Renewal,Online,53033002400,1
2024-01-01,GMC,YUKON,2004,ALUMINUM / SILVER,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98273,Registration Renewal,In-person,53057951900,1
2023-10-01,CHEVROLET,TAHOE,2020,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Ethanol (E85),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98685,Registration Renewal,In-person,53011040909,1
2024-03-01,AUDI,Q3,2016,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98146,Registration at time of Transfer,In-person,53033026700,1
2024-06-01,RAM,1500,2024,,TRUCK,Truck,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grant,WA,98837,Original Registration,In-person,53025011001,1
2024-08-01,SUBARU,ASCENT,2020,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98125,Registration Renewal,Online,53033000102,1
2024-02-01,HONDA,ACCORD,2012,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98466,Registration Renewal,Online,53053072307,1
2024-06-01,BMW,M240I,2024,,PASSENGER CAR,Passenger Vehicle,Gasoline,,,,ICE (Internal Combustion Engine),Other,Standard,Individual Owner,King,WA,98052,Original Registration,In-person,53033022902,1
2024-06-01,NISSAN,ALTIMA,1999,BEIGE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98188,Registration at time of Transfer,In-person,53033028403,1
2024-03-01,HONDA,RIDGELINE,2014,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98037,Registration Renewal,Online,53061051802,1
2024-07-01,NISSAN,FRONTIER,2022,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98685,Registration Renewal,In-person,53011040910,1
2024-01-01,FORD,F-150,2016,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Thurston,WA,98503,Registration Renewal,Online,53067011625,1
2024-03-01,NISSAN,SENTRA,2024,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Walla Walla,WA,99362,Original Registration,In-person,53071920600,1
2023-12-01,MERCEDES-BENZ,GL-CLASS,2008,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98327,Registration Renewal,Online,53053072801,1
2023-09-01,BMW,Z4,2003,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Stevens,WA,99013,Registration Renewal,Online,53065941000,1
2024-03-01,RAM,1500,2020,,TRUCK,Truck,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98267,Registration Renewal,In-person,53057951101,1
2023-10-01,HONDA,CR-V,2014,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98074,Registration Renewal,In-person,53033032225,1
2023-12-01,MITSUBISHI,LANCER EVOLUTION,2004,,PASSENGER CAR,Passenger Vehicle,Gasoline,,,,ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98939,Original Registration,In-person,53077940001,1
2024-06-01,FORD,RANGER,2022,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98383,Registration Renewal,Online,53035091206,1
2024-07-01,JEEP,WRANGLER,2009,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98022,Registration Renewal,Online,53033031501,1
2024-03-01,TOYOTA,4-RUNNER,1988,RED,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98391,Registration Renewal,In-person,53053070309,1
2024-02-01,SUBARU,XV CROSSTREK,2014,TAN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Skagit,WA,98257,Registration Renewal,Online,53057940801,1
2024-05-01,TOYOTA,BZ4X,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Electric,,1D,"5,001 - 6,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,King,WA,98034,Original Registration,In-person,53033022006,1
2023-11-01,CADILLAC,XT6,2022,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Business Owner,Yakima,WA,98901,Registration Renewal,In-person,53077000100,1
2023-12-01,CHEVROLET,SILVERADO,2010,,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98338,Registration Renewal,In-person,53053073115,1
2024-06-01,CHEVROLET,GMT-400,1998,"GREEN,DARK",TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98942,Registration Renewal,In-person,53077003100,1
2024-01-01,HYUNDAI,TUCSON,2014,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Stevens,WA,99173,Registration Renewal,In-person,53065951301,1
2024-07-01,ACURA,MDX,2018,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98014,Registration Renewal,Online,53033032500,1
2024-07-01,FORD,RANGER,1998,WHITE,TRUCK,Truck,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Whatcom,WA,98247,Registration Renewal,In-person,53073010101,1
2024-05-01,HYUNDAI,TUCSON,2023,WHITE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98332,Registration Renewal,Online,53053072504,1
2024-06-01,NISSAN,SENTRA,2017,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98329,Registration Renewal,In-person,53053072601,1
2023-12-01,DODGE,DURANGO,2007,GRAY,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Personalized Plate,Personalized,Individual Owner,Thurston,WA,98512,Registration Renewal,In-person,53067011822,1
2024-01-01,TOYOTA,RAV4,2022,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Hybrid,Electric,1C,"4,001 - 5,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,Pierce,WA,98445,Registration Renewal,Online,53053071505,1
2023-11-01,FORD,F-350,2018,GRAY,TRUCK,Truck,Gasoline,,3,"10,001 - 14,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Kitsap,WA,98340,Registration at time of Transfer,In-person,53035090101,1
2024-08-01,KIA,SEDONA,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Law Enforcement Memorial,Standard,Individual Owner,King,WA,98034,Registration Renewal,In-person,53033022300,1
2024-07-01,SUBARU,LEGACY,2018,RED,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98204,Registration Renewal,Online,53061041906,1
2024-02-01,TOYOTA,COROLLA,2021,ALUMINUM / SILVER,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98290,Registration at time of Transfer,In-person,53061052203,1
2024-03-01,MINI,COOPER,2004,BLACK,PASSENGER CAR,Passenger Vehicle,Gasoline,,1B,"3,001 - 4,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98118,Registration Renewal,Online,53033011700,1
2024-08-01,FORD,F-150,2019,,TRUCK,Truck,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98360,Registration Renewal,In-person,53053070206,1
2023-09-01,TESLA,MODEL X,2023,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Electric,,2E,"6,001 - 7,000",BEV (Battery Electric Vehicle),Standard Plate,Standard,Individual Owner,Whatcom,WA,98264,Original Registration,In-person,53073010302,1
2024-05-01,DODGE,CARAVAN/GRAND CARAVAN,2001,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98028,Registration Renewal,Online,53033021600,1
2023-11-01,CHEVROLET,SILVERADO,2014,BROWN,TRUCK,Truck,Gasoline,Ethanol (E85),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99223,Registration Renewal,Online,53063004701,1
2024-05-01,LEXUS,RX,2019,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98908,Registration Renewal,In-person,53077002804,1
2023-09-01,FORD,F-250,2012,BROWN,TRUCK,Truck,Gasoline,,2H,"9,001 - 10,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Chelan,WA,98815,Registration at time of Transfer,In-person,53007960600,1
2023-10-01,FORD,F-250,2015,,TRUCK,Truck,Gasoline,,2H,"9,001 - 10,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Business Owner,King,WA,98059,Registration Renewal,Mail-in,53033025005,1
2024-01-01,TOYOTA,CAMRY,2013,WHITE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Pierce,WA,98374,Registration Renewal,Online,53053073129,1
2024-04-01,TOYOTA,PRIUS,2022,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,Skagit,WA,98221,Registration Renewal,Online,53057940301,1
2024-04-01,CHEVROLET,SILVERADO,2018,,TRUCK,Truck,Gasoline,Ethanol (E85),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Other,Standard,Individual Owner,Franklin,WA,99301,Original Registration,In-person,53021020607,1
2024-01-01,LINCOLN,MKZ,2014,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",Strong HEV (Hybrid Electric Vehicle),Standard Plate,Standard,Individual Owner,Clark,WA,98663,Registration Renewal,Online,53011041011,1
2024-03-01,AUDI,RS 7,2016,,PASSENGER CAR,Passenger Vehicle,Gasoline,Ethanol (E85),1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98092,Registration Renewal,Online,53033031207,1
2023-12-01,HONDA,PILOT,2011,BLUE,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Douglas,WA,98802,Registration at time of Transfer,In-person,53017950700,1
2024-08-01,CHEVROLET,COLORADO,2021,,TRUCK,Truck,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Grant,WA,98837,Registration Renewal,Online,53025011001,1
2024-03-01,CHEVROLET,S-10 PICKUP,1998,RED,TRUCK,Truck,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Lewis,WA,98531,Registration Renewal,In-person,53041970600,1
2023-10-01,CHEVROLET,SILVERADO,2013,ALUMINUM / SILVER,TRUCK,Truck,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Cowlitz,WA,98626,Registration Renewal,Online,53015001100,1
2024-03-01,TOYOTA,CAMRY,2022,,PASSENGER CAR,Passenger Vehicle,Hybrid,Electric,1,"6,000",HEV (Hybrid Electric Vehicle) - Level Unknown,Standard Plate,Standard,Individual Owner,Unknown or Out of State,WA,98433,Registration Renewal,In-person,53053072908,1
2023-10-01,FORD,EXPEDITION EL,2017,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,Flexible Fuel Vehicle (FFV),2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98146,Registration Renewal,In-person,53033026801,1
2023-09-01,NISSAN,MAXIMA,2012,MAROON / BURGUNDY,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Snohomish,WA,98208,Original Registration,In-person,53061041814,1
2024-02-01,GMC,YUKON,2022,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Diesel,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98072,Original Registration,In-person,53033032321,1
2024-07-01,HYUNDAI,SANTA FE,2007,GOLD,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Franklin,WA,99301,Registration at time of Transfer,In-person,53021020201,1
2023-09-01,LINCOLN,MKX,2011,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1D,"5,001 - 6,000",ICE (Internal Combustion Engine),WA State Parks/Rec Comm,Standard,Individual Owner,King,WA,98155,Registration Renewal,In-person,53033021500,1
2024-03-01,MERCEDES-BENZ,300,1983,,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98683,Registration Renewal,Online,53011041310,1
2024-05-01,NISSAN,ROGUE,2014,,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,1C,"4,001 - 5,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Clark,WA,98661,Registration Renewal,Mail-in,53011041105,1
2024-07-01,FORD,F-150,2018,,TRUCK,Passenger Vehicle,Gasoline,,2F,"7,001 - 8,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,King,WA,98122,Registration Renewal,Online,53033007800,1
2024-06-01,CHEVROLET,SONIC,2016,WHITE,PASSENGER CAR,Passenger Vehicle,Gasoline,,1,"6,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Yakima,WA,98932,Registration Renewal,In-person,53077002103,1
2024-08-01,CHEVROLET,ASTRO VAN,2003,BROWN,MULTIPURPOSE PASSENGER VEHICLE (MPV),Passenger Vehicle,Gasoline,,2E,"6,001 - 7,000",ICE (Internal Combustion Engine),Standard Plate,Standard,Individual Owner,Spokane,WA,99009,Registration Renewal,In-person,53063010304,1
